trial,dataset,community,hard_size,hard_share,soft_mass,soft_share,hard_anomaly_rate,soft_anomaly_rate,anomaly_lift,risk_tier,mean_total_score,mean_adhesion_score,mean_context_score,mean_context_raw,mean_assignment_prob_hard,prototype_norm,top_nodes_by_score
2,weibo,31,15,0.001784651992861392,173.25732421875,0.020613601929654966,0.0,0.07232039414034067,0.7002913580799707,low-risk,-0.0987221971154213,-0.09757589548826218,-0.057315196841955185,0.017001081258058548,0.03407612815499306,0.28865912556648254,7889;4373;7581;4032;1526
2,weibo,24,5,0.000594883997620464,170.6329803466797,0.020301365894905377,0.0,0.07173529616126186,0.6946257493225871,low-risk,-0.1043088436126709,-0.10007099062204361,-0.21189260482788086,0.006986543536186218,0.035071417689323425,0.26017048954963684,7276;3259;1843;2160;605
2,weibo,28,12,0.0014277215942891136,169.21392822265625,0.020132531614831202,0.1666666716337204,0.07141470144629254,0.6915213731503078,low-risk,-0.00953261461108923,-0.016474880278110504,0.3471132814884186,0.04320260509848595,0.05363720282912254,0.27651137113571167,3906;3112;7730;7805;1523
2,weibo,7,47,0.005591909577632362,170.83543395996094,0.020325453177865667,0.06382978707551956,0.07133162562058587,0.690716935017755,low-risk,0.0017261101165786386,0.003156333463266492,-0.07151111960411072,0.016081374138593674,0.0584319643676281,0.4900619089603424,5055;883;217;7355;2061
2,weibo,34,29,0.0034503271861986914,169.91897583007812,0.020216415922674376,0.27586206793785095,0.07100447969008106,0.6875491222494925,low-risk,-0.0058700283989310265,-0.01208477932959795,0.3107370436191559,0.04084591567516327,0.04954938590526581,0.33431801199913025,2676;1700;3779;6577;8285
2,weibo,18,5,0.000594883997620464,170.2404022216797,0.020254658206029705,0.0,0.07098420403566141,0.6873527894482367,low-risk,-0.10416863113641739,-0.09975874423980713,-0.220494344830513,0.0064292652532458305,0.035596296191215515,0.2589617967605591,3430;997;7667;3148;3042
2,weibo,15,3,0.0003569303985722784,169.20120239257812,0.02013101753629722,0.0,0.07059190122808821,0.6835540509435639,low-risk,-0.09830022603273392,-0.09508983045816422,-0.16052024066448212,0.010314781218767166,0.036431342363357544,0.27339106798171997,6827;2137;7505
2,weibo,21,174,0.02070196311719215,209.31964111328125,0.024904180977189917,0.04022988677024841,0.07046416075039713,0.6823171169684742,low-risk,0.04872316122055054,0.03322269022464752,0.7750232815742493,0.07092540711164474,0.28066515922546387,3.3054473400115967,5984;5523;2017;4196;6427
2,weibo,1,15,0.001784651992861392,172.25369262695312,0.020494193054961703,0.4000000059604645,0.07023166025132638,0.6800657729017843,low-risk,0.2557256519794464,0.23448094725608826,1.0622351169586182,0.08953287452459335,0.09609045088291168,0.34555068612098694,5384;91;6508;4939;6356
2,weibo,10,28,0.0033313503866745984,182.80979919433594,0.021750124829784168,0.0357142873108387,0.06934887600441111,0.6715176145778095,low-risk,0.22051607072353363,0.2108875811100006,0.4814240634441376,0.05190413445234299,0.06118034943938255,0.3097723722457886,1073;1525;7638;77;7794
2,weibo,13,31,0.003688280785246877,172.74070739746094,0.020552136513677686,0.12903225421905518,0.06903674617539267,0.6684952054156521,low-risk,-0.10013783723115921,-0.09903274476528168,-0.055254992097616196,0.01713455095887184,0.038428448140621185,0.2657976448535919,7095;2353;6346;6141;2885
